brand,km_driven,fuel,owner,selling_price
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Hyundai,80000,Diesel,Second Owner,380000
Tata,120000,Diesel,Second Owner,300000
Maruti,50000,Petrol,First Owner,240000
Maruti,70000,Diesel,First Owner,325000
Mahindra,130000,Diesel,First Owner,400000
Renault,50000,Diesel,First Owner,800000
Ford,80000,Diesel,First Owner,950000
Maruti,120000,Diesel,Fourth & Above Owner,300000
Maruti,5000,Petrol,First Owner,350000
Mahindra,59000,Petrol,First Owner,530000
Chevrolet,100000,Diesel,Third Owner,350000
Hyundai,50000,Petrol,First Owner,168000
Renault,45000,Petrol,Second Owner,240000
Maruti,80000,Diesel,Fourth & Above Owner,220000
Maruti,80000,Petrol,Fourth & Above Owner,110000
Maruti,100000,Diesel,First Owner,850000
Maruti,110000,Diesel,First Owner,545000
Toyota,24000,Diesel,First Owner,2064000
Maruti,25000,Diesel,First Owner,950000
Hyundai,68697,Petrol,Third Owner,200000
Maruti,30000,Diesel,First Owner,660000
Honda,40000,Diesel,Second Owner,420000
Tata,29000,Petrol,First Owner,150000
Chevrolet,68000,Diesel,Second Owner,175000
Honda,15000,Petrol,First Owner,750000
Maruti,70000,Diesel,First Owner,425000
Toyota,126000,Diesel,Third Owner,790000
Toyota,300000,Diesel,Third Owner,830000
Honda,94000,Diesel,Second Owner,650000
Toyota,129000,Diesel,Third Owner,780000
Hyundai,55000,Petrol,Second Owner,180000
Ford,40000,Diesel,First Owner,869999
Tata,50000,Diesel,First Owner,275000
Hyundai,25000,Petrol,Second Owner,630000
Toyota,60000,Petrol,Second Owner,150000
Maruti,25000,Petrol,First Owner,315000
Tata,70000,Diesel,Second Owner,189000
Maruti,120000,Diesel,First Owner,580000
Fiat,153000,Diesel,Second Owner,150000
Maruti,35000,Diesel,First Owner,825000
Tata,60000,Diesel,Second Owner,650000
Honda,62000,Petrol,Second Owner,50000
Skoda,120000,Petrol,Second Owner,200000
Tata,120000,Diesel,Third Owner,135000
Hyundai,80000,Diesel,First Owner,680000
Hyundai,80000,Diesel,First Owner,670000
BMW,60000,Diesel,First Owner,1000000
Maruti,80000,Petrol,Second Owner,240000
Force,147279,Diesel,Second Owner,555000
Skoda,98000,Diesel,First Owner,455000
Maruti,25000,Diesel,First Owner,750000
Maruti,90000,Diesel,First Owner,700000
Tata,22000,Petrol,First Owner,220000
Tata,120000,Diesel,First Owner,160000
Chevrolet,100000,Diesel,Second Owner,225000
Tata,120000,Diesel,Second Owner,140000
Maruti,70000,Diesel,Second Owner,600000
Mahindra,24700,Diesel,First Owner,1000000
Chevrolet,100000,Petrol,Third Owner,65000
Maruti,10000,Petrol,First Owner,500000
Mahindra,88754,Diesel,First Owner,1100000
Ford,53287,Petrol,First Owner,325000
Mahindra,43526,Diesel,First Owner,1150000
Skoda,55885,Petrol,First Owner,320000
Ford,16034,Diesel,First Owner,950000
Ford,156040,Diesel,First Owner,250000
Ford,93415,Diesel,First Owner,400000
BMW,122000,Diesel,Second Owner,1100000
Maruti,20000,Diesel,First Owner,600000
Maruti,46000,Petrol,First Owner,509999
Skoda,50000,Petrol,Third Owner,395000
Maruti,5000,Petrol,First Owner,469000
Maruti,42000,Petrol,First Owner,250000
Chevrolet,68519,Petrol,First Owner,130000
Ford,30000,Diesel,First Owner,906000
Ford,85000,Diesel,First Owner,160000
Maruti,88000,Petrol,First Owner,300000
Maruti,100000,Petrol,Fourth & Above Owner,60000
Maruti,100000,Petrol,Second Owner,400000
Tata,22966,Petrol,First Owner,450000
Mahindra,80000,Diesel,Second Owner,465000
Maruti,80000,Diesel,Second Owner,325000
Maruti,70000,Petrol,Second Owner,150000
Hyundai,2350,Petrol,First Owner,250000
Maruti,50000,Petrol,First Owner,175000
Maruti,58000,Petrol,First Owner,175000
Honda,80000,Petrol,Second Owner,150000
Mahindra,60000,Diesel,First Owner,797000
Hyundai,35000,Petrol,First Owner,800000
Mahindra,59872,Diesel,First Owner,750000
Mahindra,140000,Diesel,Second Owner,400000
Maruti,110000,Petrol,First Owner,160000
Mahindra,91182,Diesel,First Owner,700000
Maruti,60000,Petrol,Third Owner,160000
Hyundai,100000,Diesel,First Owner,400000
Toyota,120000,Diesel,First Owner,451000
Maruti,80000,Petrol,First Owner,40000
Tata,70000,Diesel,Third Owner,300000
Maruti,59500,Petrol,Second Owner,421000
Maruti,100000,CNG,Second Owner,80000
Maruti,45000,Diesel,First Owner,950000
Hyundai,75500,Diesel,Second Owner,395000
Maruti,46000,Diesel,Second Owner,950000
Maruti,60000,Petrol,First Owner,270000
Hyundai,60000,Petrol,Second Owner,360000
Maruti,152500,Diesel,First Owner,235000
Mercedes-Benz,60000,Diesel,Second Owner,1850000
Toyota,130000,Diesel,First Owner,1900000
Hyundai,23456,Petrol,First Owner,550000
Mahindra,39000,Diesel,First Owner,1225000
Honda,15000,Petrol,First Owner,700000
Jeep,69123,Diesel,First Owner,1650000
Honda,26000,Petrol,First Owner,376000
Ford,77524,Diesel,First Owner,875000
Hyundai,40523,Petrol,Second Owner,459999
Maruti,39000,Diesel,First Owner,755000
Audi,7800,Petrol,Test Drive Car,6223000
Audi,11500,Petrol,Test Drive Car,5923000
Audi,23600,Petrol,Test Drive Car,6523000
Toyota,220000,Diesel,Second Owner,1050000
Toyota,218000,Diesel,Second Owner,215000
Mahindra,120000,Diesel,Second Owner,1050000
Maruti,25000,Petrol,First Owner,800000
Maruti,31000,Diesel,Second Owner,600000
Maruti,42000,Petrol,First Owner,530000
Maruti,80000,Petrol,First Owner,450000
Maruti,60000,Petrol,First Owner,235000
Maruti,240000,Diesel,First Owner,550000
Skoda,35000,Petrol,Second Owner,395000
Tata,35000,Petrol,First Owner,450000
Renault,5000,Petrol,First Owner,600000
Maruti,110000,Diesel,First Owner,610000
Hyundai,20000,Petrol,First Owner,690000
Tata,15000,Petrol,First Owner,790000
Maruti,40000,Petrol,Second Owner,254999
Honda,41000,Petrol,First Owner,500000
Mahindra,100000,Diesel,Second Owner,340000
Tata,120000,Diesel,First Owner,150000
Mahindra,110000,Diesel,Third Owner,245000
Volkswagen,120000,Diesel,Second Owner,515000
Ambassador,60000,Diesel,Second Owner,122000
Hyundai,35000,Petrol,Third Owner,160000
Maruti,120000,Petrol,Second Owner,110000
Maruti,70000,Diesel,First Owner,360000
Maruti,110000,Diesel,First Owner,210000
Hyundai,90000,Diesel,Third Owner,260000
Maruti,60000,Petrol,Second Owner,128000
Hyundai,80000,Diesel,Second Owner,600000
Toyota,151000,Diesel,Second Owner,800000
Maruti,25000,Diesel,First Owner,675000
Mahindra,24700,Diesel,First Owner,1000000
Chevrolet,100000,Petrol,Third Owner,65000
Maruti,10000,Petrol,First Owner,500000
Maruti,50000,Petrol,First Owner,300000
Maruti,80000,Petrol,First Owner,125000
Hyundai,25000,Petrol,First Owner,550000
Maruti,80000,Petrol,Third Owner,150000
Mahindra,80000,Diesel,First Owner,891000
Toyota,70000,Diesel,First Owner,1050000
Maruti,15000,Petrol,First Owner,750000
Hyundai,27500,Petrol,First Owner,380000
Toyota,110000,Diesel,Second Owner,800000
Mahindra,120000,Petrol,First Owner,200000
Maruti,70000,Diesel,First Owner,700000
Toyota,290000,Diesel,First Owner,229999
Honda,74000,Petrol,Second Owner,300000
Honda,120000,Diesel,First Owner,670000
Honda,140000,Petrol,First Owner,210000
Maruti,40000,Petrol,First Owner,370000
Maruti,20000,Petrol,First Owner,600000
Maruti,15000,Diesel,First Owner,810000
Fiat,35000,Petrol,First Owner,80000
Tata,16000,Petrol,First Owner,346000
Honda,130000,Petrol,First Owner,55000
Tata,118000,Diesel,Second Owner,250000
Maruti,44000,Petrol,Second Owner,120000
Maruti,50000,Diesel,Second Owner,600000
Maruti,60000,Petrol,First Owner,330000
Hyundai,147000,Petrol,Second Owner,400000
Tata,40000,Diesel,Second Owner,100000
Maruti,100000,Petrol,Third Owner,450000
Maruti,55000,Diesel,First Owner,800000
Maruti,40000,Diesel,Second Owner,340000
Maruti,64000,Diesel,Third Owner,225000
Maruti,100000,Petrol,Second Owner,55000
Maruti,50000,Diesel,First Owner,900000
Volvo,30000,Diesel,First Owner,2500000
Maruti,30000,Petrol,First Owner,465000
Maruti,150000,Petrol,First Owner,70000
Tata,24177,Petrol,First Owner,400000
Tata,80000,Diesel,First Owner,185000
Maruti,150000,Petrol,Second Owner,140000
Renault,120000,Diesel,Second Owner,415000
Mahindra,121779,Diesel,First Owner,532000
Maruti,56000,Diesel,First Owner,600000
Maruti,100000,Petrol,Fourth & Above Owner,150000
Maruti,12000,Petrol,First Owner,459999
Maruti,15381,Diesel,First Owner,800000
Mahindra,5000,Diesel,First Owner,310000
Nissan,40000,Diesel,First Owner,475000
Maruti,35000,CNG,Second Owner,310000
Maruti,10000,Petrol,First Owner,350000
Mahindra,10000,Diesel,First Owner,1800000
Maruti,25000,Petrol,First Owner,640000
Maruti,50000,Petrol,First Owner,350000
Tata,30000,Petrol,First Owner,600000
Hyundai,23000,Diesel,First Owner,575000
Mahindra,15000,Diesel,First Owner,974000
Maruti,5000,Petrol,Second Owner,445000
Maruti,15000,Diesel,Second Owner,580000
Hyundai,20000,Diesel,First Owner,1050000
Ford,50000,Diesel,First Owner,600000
Ford,40000,Petrol,Second Owner,370000
Maruti,70000,Petrol,Third Owner,150000
Maruti,15000,Petrol,First Owner,483000
Hyundai,10000,Petrol,First Owner,470000
Maruti,25000,Diesel,First Owner,950000
Hyundai,50000,Petrol,Third Owner,450000
Toyota,70000,Petrol,First Owner,345000
Maruti,5000,Petrol,First Owner,600000
Maruti,60000,Petrol,First Owner,300000
Maruti,74800,Petrol,Second Owner,160000
Maruti,80000,Petrol,Second Owner,120000
Maruti,270000,CNG,First Owner,220000
Hyundai,120000,Petrol,First Owner,340000
Honda,120000,Petrol,Second Owner,138000
Toyota,250000,Diesel,Fourth & Above Owner,100000
Maruti,80000,Petrol,Third Owner,231000
Mahindra,120000,Diesel,Second Owner,800000
Mahindra,20000,Petrol,First Owner,960000
Maruti,70000,Petrol,Second Owner,120000
Maruti,40000,Petrol,First Owner,270000
Maruti,100000,Petrol,Second Owner,200000
Maruti,123000,Petrol,First Owner,328000
Hyundai,77000,Diesel,First Owner,432000
Volkswagen,7000,Petrol,First Owner,565000
Maruti,70000,Petrol,First Owner,390000
Ford,30000,Diesel,First Owner,600000
Hyundai,120000,Diesel,Third Owner,250000
Chevrolet,70000,Petrol,First Owner,165000
Honda,105000,Petrol,First Owner,421000
Hyundai,109322,Petrol,Second Owner,225000
Nissan,120000,Diesel,First Owner,350000
Jeep,24000,Diesel,First Owner,1757000
Maruti,70000,Diesel,Second Owner,600000
Tata,35000,Petrol,First Owner,515000
Maruti,80000,Petrol,Third Owner,80000
Maruti,70000,Diesel,Second Owner,800000
Mahindra,100000,Diesel,Fourth & Above Owner,120000
Jaguar,9000,Diesel,First Owner,2711000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Maruti,40000,Petrol,First Owner,475000
Maruti,20000,Petrol,First Owner,400000
Hyundai,90000,Petrol,Second Owner,80000
Fiat,60000,Diesel,First Owner,300000
Mahindra,475000,Diesel,Third Owner,400000
Maruti,70000,Petrol,Second Owner,235000
Maruti,40000,Petrol,Second Owner,350000
Maruti,34000,Diesel,Second Owner,625000
Mahindra,120000,Diesel,First Owner,525000
Tata,10000,Petrol,First Owner,550000
Mahindra,80000,Diesel,Second Owner,550000
Honda,100000,Petrol,Second Owner,200000
Mahindra,120000,Diesel,First Owner,350000
Honda,100000,Petrol,Second Owner,220000
Hyundai,25000,Petrol,First Owner,412000
Maruti,52000,Petrol,Second Owner,126000
Maruti,63000,Diesel,First Owner,430000
Maruti,90000,Petrol,Second Owner,130000
Tata,60000,Petrol,First Owner,350000
Maruti,35000,Petrol,First Owner,220000
Mahindra,80000,Diesel,First Owner,380000
Ford,110000,Diesel,Second Owner,200000
Toyota,20000,Diesel,First Owner,2000000
Ford,90000,Diesel,First Owner,610000
BMW,30000,Petrol,Second Owner,2500000
Maruti,61000,Diesel,First Owner,620000
Maruti,66000,Petrol,First Owner,150000
Datsun,80000,Petrol,First Owner,450000
Hyundai,27000,Diesel,Second Owner,1150000
Mahindra,60000,Petrol,First Owner,500000
Maruti,139000,Petrol,First Owner,246000
Maruti,60000,CNG,First Owner,400000
Maruti,10000,Petrol,Second Owner,65000
Ford,30000,Diesel,First Owner,725000
Hyundai,125000,Diesel,First Owner,736000
Maruti,45000,Diesel,First Owner,700000
Chevrolet,30000,Petrol,First Owner,150000
Maruti,80500,Petrol,Second Owner,180000
Toyota,200000,Diesel,First Owner,409999
Mahindra,60000,Diesel,First Owner,550000
Maruti,18000,Petrol,Second Owner,50000
Maruti,110000,Diesel,Second Owner,80000
Maruti,90000,Petrol,Second Owner,110000
Honda,120000,Petrol,Second Owner,180000
Maruti,127000,Diesel,First Owner,605000
Maruti,70000,Diesel,First Owner,800000
Hyundai,116500,Diesel,First Owner,350000
Hyundai,120000,Petrol,First Owner,300000
Hyundai,100000,Petrol,Fourth & Above Owner,160000
Ford,90000,Diesel,Second Owner,225000
Audi,120000,Diesel,Third Owner,1025000
Tata,40000,Diesel,First Owner,1300000
Volkswagen,18000,Diesel,First Owner,560000
Maruti,70000,Diesel,First Owner,650000
Mahindra,29000,Diesel,First Owner,1150000
Maruti,65755,Petrol,First Owner,480000
Ford,2600,Diesel,First Owner,960000
Mahindra,46000,Diesel,First Owner,1050000
Hyundai,15000,Petrol,Second Owner,310000
Maruti,60000,Diesel,First Owner,500000
Maruti,15500,Petrol,First Owner,350000
Honda,120000,Diesel,First Owner,365000
Mitsubishi,120000,Diesel,Third Owner,165000
Tata,120000,Diesel,Third Owner,100000
Mahindra,80000,Diesel,Second Owner,240000
Mahindra,40000,Diesel,First Owner,925000
Ford,15000,Petrol,First Owner,590000
Tata,110000,Diesel,Second Owner,525000
Toyota,80000,Diesel,Second Owner,720000
Renault,50000,Diesel,First Owner,850000
Mahindra,110000,Diesel,First Owner,490000
Honda,100000,Diesel,First Owner,325000
Hyundai,20000,Diesel,First Owner,1200000
Mahindra,135000,Diesel,First Owner,450000
Tata,50700,Diesel,First Owner,300000
Volkswagen,70000,Diesel,Second Owner,365000
Mercedes-Benz,120000,Petrol,First Owner,500000
Toyota,112000,Diesel,Second Owner,900000
Hyundai,35000,Diesel,First Owner,700000
Renault,50000,Diesel,First Owner,880000
Toyota,121000,Diesel,Third Owner,700000
Mahindra,120000,Diesel,Second Owner,380000
Toyota,90000,Petrol,Third Owner,150000
Maruti,70000,CNG,Second Owner,235000
Renault,20000,Petrol,First Owner,320000
Renault,60000,Diesel,First Owner,550000
BMW,40000,Diesel,First Owner,3200000
Toyota,440000,Diesel,Second Owner,750000
Mahindra,60000,Diesel,First Owner,645000
Maruti,110000,Petrol,First Owner,300000
Hyundai,152000,Diesel,First Owner,580000
Hyundai,220000,Petrol,Fourth & Above Owner,220000
Mahindra,70000,Diesel,First Owner,451000
Tata,50000,Petrol,First Owner,850000
Maruti,125000,Diesel,First Owner,300000
Ford,60000,Petrol,First Owner,350000
Maruti,90000,CNG,First Owner,300000
Maruti,30000,CNG,First Owner,390000
Toyota,90000,Diesel,First Owner,1200000
Volkswagen,20000,Petrol,First Owner,550000
Maruti,110000,Diesel,Third Owner,300000
Volkswagen,150000,Diesel,Second Owner,300000
Hyundai,110000,Diesel,First Owner,350000
Hyundai,120000,Diesel,Second Owner,880000
Hyundai,120000,CNG,Second Owner,160000
Tata,80000,Diesel,Fourth & Above Owner,250000
Hyundai,110000,Diesel,First Owner,660000
Tata,40000,Petrol,First Owner,450000
Volkswagen,110000,Diesel,Second Owner,400000
Mahindra,20000,Diesel,First Owner,1300000
Ford,230000,Diesel,First Owner,229999
Chevrolet,60000,Petrol,First Owner,140000
Maruti,35000,Petrol,Second Owner,195000
Hyundai,45000,Petrol,First Owner,500000
Tata,45000,Petrol,First Owner,60000
Tata,25000,Petrol,First Owner,400000
Hyundai,10000,Petrol,First Owner,400000
Maruti,19000,Petrol,First Owner,380000
Maruti,10000,Petrol,First Owner,579000
Mahindra,25000,Petrol,First Owner,400000
Hyundai,30000,Petrol,First Owner,270000
Mahindra,90000,Diesel,First Owner,500000
Tata,20000,Petrol,First Owner,475000
Nissan,48000,Diesel,First Owner,850000
Mahindra,120000,Diesel,First Owner,475000
Maruti,210000,Diesel,Second Owner,370000
Hyundai,200400,Petrol,Second Owner,187000
Hyundai,110000,Petrol,Second Owner,195000
Tata,38000,Diesel,First Owner,459999
Toyota,90000,Petrol,Second Owner,135000
Maruti,43000,Diesel,First Owner,850000
Hyundai,25000,Petrol,First Owner,500000
Maruti,26000,Petrol,Second Owner,385000
Hyundai,120000,Diesel,Second Owner,135000
Maruti,70000,Petrol,Third Owner,120000
Honda,60000,Petrol,Third Owner,200000
Tata,120000,Diesel,Second Owner,200000
Maruti,20000,Petrol,First Owner,700000
Tata,25000,Diesel,First Owner,290000
Maruti,60000,Diesel,First Owner,725000
Tata,80000,Diesel,First Owner,200000
Maruti,80000,Petrol,First Owner,155000
Honda,1303,Petrol,First Owner,690000
Audi,31800,Diesel,First Owner,3975000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Jeep,17000,Petrol,First Owner,4100000
Toyota,68089,Petrol,First Owner,2000000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Volvo,2000,Diesel,First Owner,2475000
Mercedes-Benz,17000,Petrol,First Owner,5200000
Land,21000,Diesel,First Owner,4500000
Mercedes-Benz,37000,Diesel,First Owner,6000000
BMW,10000,Diesel,First Owner,4000000
Hyundai,3500,Petrol,First Owner,1125000
Audi,46000,Diesel,First Owner,1898999
Honda,52000,Petrol,First Owner,1650000
Maruti,20000,Petrol,Second Owner,280000
Tata,25000,Petrol,First Owner,450000
Maruti,70000,Petrol,Second Owner,135000
Mahindra,40000,Diesel,First Owner,650000
Maruti,7300,Petrol,First Owner,650000
Maruti,25000,Diesel,First Owner,750000
Maruti,100000,Petrol,First Owner,150000
Mahindra,35000,Diesel,First Owner,500000
Toyota,100000,Diesel,First Owner,311000
Hyundai,80000,Diesel,Second Owner,425000
Hyundai,60000,Petrol,First Owner,260000
Volkswagen,110000,Diesel,Second Owner,400000
Hyundai,70000,Diesel,Second Owner,575000
Hyundai,40000,Petrol,First Owner,175000
Maruti,90000,CNG,Second Owner,250000
Volkswagen,95000,Diesel,First Owner,400000
Mahindra,200000,Diesel,Second Owner,350000
Maruti,30000,Diesel,First Owner,484999
Maruti,30000,Diesel,First Owner,484999
Volkswagen,70000,Diesel,Second Owner,350000
Toyota,80000,Diesel,Second Owner,1400000
Maruti,100000,Diesel,Third Owner,250000
Maruti,70000,Diesel,First Owner,655000
Honda,30000,Diesel,First Owner,500000
Chevrolet,15000,Petrol,First Owner,300000
Ford,21000,Diesel,First Owner,650000
Maruti,35000,Petrol,First Owner,300000
Honda,25000,Petrol,First Owner,475000
Tata,30000,Petrol,First Owner,450000
Maruti,10000,Diesel,First Owner,754000
Hyundai,40000,Petrol,First Owner,300000
Hyundai,25000,Petrol,First Owner,250000
Maruti,15000,Diesel,First Owner,725000
Maruti,70000,Petrol,First Owner,95000
Hyundai,7800,Petrol,First Owner,475000
Tata,55000,Diesel,First Owner,575000
Tata,30000,Petrol,First Owner,350000
Mahindra,125000,Diesel,Second Owner,330000
Maruti,50000,Petrol,First Owner,482000
Ford,40000,Diesel,Fourth & Above Owner,625000
Tata,30000,Petrol,First Owner,380000
Chevrolet,30000,Petrol,First Owner,310000
Maruti,35000,Petrol,First Owner,280000
Renault,30000,Petrol,First Owner,900000
Maruti,60000,Petrol,First Owner,250000
Hyundai,39000,Petrol,First Owner,750000
